Wall time,Step,Value
1743047160.6018589,802800,527.25
1743047169.936706,803200,526.9500122070312
1743047170.7972436,804000,527.3699951171875
1743047171.2077782,804400,524.0900268554688
1743047172.46541,805600,521.3300170898438
1743047173.1968696,806000,521.739990234375
1743047173.6992857,806400,523.2899780273438
1743047174.848293,807200,525.1500244140625
1743047178.25407,809200,521.5999755859375
1743047180.5422876,810400,522.260009765625
1743047181.986095,811200,520.4199829101562
1743047182.6057384,811600,522.219970703125
1743047183.6988308,812400,527.25
1743047185.2900186,813600,528.3400268554688
1743047186.957686,814800,528.47998046875
1743047194.6641996,815600,533.3300170898438
1743047196.2355933,816800,533.1900024414062
1743047197.7379255,818000,535.6300048828125
1743047198.2215714,818400,534.4000244140625
1743047199.7182655,819600,535.0
1743047200.6891558,820400,532.9299926757812
1743047201.1677506,820800,533.25
1743047204.9725785,824000,526.9400024414062
1743047205.4470818,824400,529.0999755859375
1743047206.3655603,825200,529.969970703125
1743047208.6996963,827200,525.7000122070312
1743047221.0878217,829200,522.9299926757812
1743047221.60322,829600,524.6099853515625
1743047222.3036644,830000,527.510009765625
1743047224.0038252,830800,527.489990234375
1743047224.5062327,831200,528.3800048828125
1743047225.515763,832000,528.780029296875
1743047226.462772,832800,529.0499877929688
1743047227.9066732,834000,532.7999877929688
1743047228.3862967,834400,531.5700073242188
1743047230.2399373,836000,532.9299926757812
1743047232.5527673,838000,528.8300170898438
